,Unnamed: 0,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
110,111,0.149294943,0.061190212,0.118885246,0.102360656,0.206557377,0.10419672099999999,2.8870834469999997,13.28019401,0.902355338,0.494936345,0.10695082,0.149294943,0.10626741599999999,0.047105005,0.27906976699999997,0.44189453100000003,0.0,2.6015625,2.6015625,0.16296296300000002,matured
111,112,0.148197523,0.060440205999999996,0.119144385,0.10245989300000001,0.19978609600000002,0.09732620300000001,2.518011413,10.52244365,0.91959005,0.489727526,0.114010695,0.148197523,0.11177354699999999,0.046920820999999995,0.277456647,0.41820406600000004,0.0,4.21875,4.21875,0.07979798,matured
112,113,0.130252756,0.080159675,0.119259259,0.062457912000000004,0.213299663,0.150841751,2.48759925,11.09684937,0.9401273090000001,0.6255289039999999,0.112659933,0.130252756,0.120419924,0.047244094,0.275862069,0.071469907,0.0,0.6328125,0.6328125,0.077577578,young
113,114,0.13034283,0.080906927,0.119383562,0.072557078,0.198812785,0.126255708,1.9813985369999998,7.79956381,0.949687207,0.657095654,0.104041096,0.13034283,0.12638450099999998,0.047244094,0.275862069,0.786024306,0.0,7.875,7.875,0.127632784,young
114,115,0.141774647,0.07212791,0.11940923099999999,0.093735385,0.210387692,0.11665230800000001,2.232307088,10.22678356,0.956346943,0.695896318,0.108036923,0.141774647,0.11257881300000001,0.047384008,0.275862069,0.360881024,0.0,6.0703125,6.0703125,0.068716094,matured
115,116,0.14554614,0.073342474,0.11950553,0.09035784,0.218425504,0.128067664,2.736869064,11.89102025,0.9367934859999999,0.611112691,0.09509434,0.14554614,0.11399969800000001,0.047058824000000006,0.275862069,0.47209821399999996,0.0,3.515625,3.515625,0.07666666700000001,matured
120,121,0.137053918,0.07246659700000001,0.12041078300000001,0.082490372,0.203799743,0.121309371,1.6929760459999998,7.279020707000001,0.964635853,0.7391495459999999,0.09435173300000001,0.137053918,0.114554285,0.047012733,0.275862069,0.201286765,0.0,3.0234375,3.0234375,0.074889258,matured
122,123,0.131320623,0.065210892,0.120428495,0.07948580599999999,0.17816818399999998,0.098682378,1.470161219,6.679543641,0.96221374,0.692304466,0.096132833,0.131320623,0.11737468300000001,0.047105005,0.277456647,0.608670113,0.0,10.6640625,10.6640625,0.06510769200000001,young
123,124,0.139156759,0.070057312,0.120622084,0.08905132199999999,0.20052877100000002,0.111477449,1.755618825,7.620286097,0.967010073,0.7371197820000001,0.109517885,0.139156759,0.11980978099999999,0.047105005,0.27906976699999997,0.377375422,0.0,4.3828125,4.3828125,0.075905051,matured
130,131,0.13425169,0.070520147,0.12176115800000001,0.08747889,0.193703257,0.10622436699999999,2.406961189,10.75687325,0.953717444,0.694293805,0.09457177300000001,0.13425169,0.10832815900000001,0.046966732000000004,0.271186441,0.22648278100000002,0.0,3.046875,3.046875,0.085033445,matured
132,133,0.14182515199999998,0.070306711,0.121970885,0.099395297,0.21164613699999998,0.11225084,2.707896477,13.43212472,0.951333807,0.6842831140000001,0.112407615,0.14182515199999998,0.127068355,0.047571853,0.27428571399999996,0.264630682,0.0,4.1484375,4.1484375,0.080357633,young
137,138,0.140892453,0.07835418400000001,0.122882591,0.071417004,0.217878543,0.146461538,0.9338034059999999,3.836487585,0.964288843,0.7016857959999999,0.093408907,0.140892453,0.107290491,0.046920820999999995,0.27906976699999997,0.33856997299999997,0.0,4.734375,4.734375,0.059297139000000006,matured
143,144,0.138887064,0.060659326,0.12350453199999999,0.09812688800000001,0.185820745,0.08769385699999999,2.083209193,9.114555615,0.947748906,0.638788633,0.106304129,0.138887064,0.120883184,0.047105005,0.277456647,0.291078629,0.0,5.953125,5.953125,0.075084364,young
149,150,0.134772039,0.08099505,0.124078431,0.059843137000000005,0.20011764699999998,0.14027451,1.758538375,8.022480938,0.960914012,0.7148327720000001,0.09360784300000001,0.134772039,0.118076054,0.046920820999999995,0.277456647,0.322527985,0.0,6.0,6.0,0.053931452000000005,matured
152,153,0.147254572,0.06903166200000001,0.124444444,0.103006536,0.214640523,0.11163398699999999,2.5771468790000003,11.9187978,0.946414375,0.6131747320000001,0.11320261400000001,0.147254572,0.119524141,0.046920820999999995,0.277456647,0.6657838979999999,0.0,7.3359375,7.3359375,0.11374953199999999,matured
154,155,0.14312135199999998,0.065610814,0.12461825,0.097504655,0.19709497199999998,0.099590317,2.813039805,16.69846378,0.95503863,0.690063133,0.105065177,0.14312135199999998,0.11606317699999999,0.046920820999999995,0.27428571399999996,1.476165254,0.046875,8.5546875,8.5078125,0.12355112,matured
155,156,0.140513655,0.078849682,0.12463208699999999,0.08832328099999999,0.218021713,0.129698432,1.796502702,6.870029872999999,0.955046517,0.68270176,0.110277443,0.140513655,0.123802312,0.046920820999999995,0.27906976699999997,0.626470588,0.0,4.59375,4.59375,0.137026239,matured
157,158,0.150582123,0.062084729000000005,0.124943396,0.10724528300000001,0.21449056600000002,0.10724528300000001,3.232422751,15.90235002,0.9239497059999999,0.5529024770000001,0.10883018900000001,0.150582123,0.11021828,0.047666336,0.27906976699999997,0.387392241,0.0,4.6171875,4.6171875,0.11149805199999999,young
158,159,0.146057455,0.061265744000000004,0.12513470699999998,0.10250396199999999,0.20234548300000002,0.099841521,2.660413192,11.74355307,0.9275605379999999,0.5826223629999999,0.101172742,0.146057455,0.122970162,0.04729064,0.275862069,1.332589286,0.0,9.7734375,9.7734375,0.135055592,matured
159,160,0.14589870000000002,0.069698037,0.125238771,0.10034988199999999,0.212349882,0.11199999999999999,2.3772849480000002,11.193919699999999,0.9566488590000001,0.666502568,0.119148936,0.14589870000000002,0.117181713,0.047151277000000005,0.275862069,0.9762784090000001,0.046875,5.8125,5.765625,0.12653435400000002,matured
160,161,0.15187382300000002,0.065808589,0.125255474,0.107445255,0.221605839,0.11416058400000001,2.967033124,14.619837900000002,0.9204774090000001,0.534774793,0.11532846699999999,0.15187382300000002,0.10160037300000001,0.04729064,0.27906976699999997,0.245945411,0.0,3.84375,3.84375,0.062851782,young
162,163,0.14757481,0.063546813,0.125460483,0.09784454599999999,0.199895493,0.10205094699999999,2.817256047,13.71590103,0.931045785,0.570940883,0.095467015,0.14757481,0.104114574,0.04719764,0.27906976699999997,0.312297078,0.0,4.1484375,4.1484375,0.063260921,matured
164,165,0.135972024,0.082399187,0.125612009,0.07905311799999999,0.218729792,0.139676674,1.863377089,7.297085039,0.9562391290000001,0.6939733290000001,0.131431871,0.135972024,0.124006016,0.047244094,0.27906976699999997,0.680555556,0.0,5.1328125,5.1328125,0.098594671,matured
165,166,0.145451632,0.062529042,0.125650301,0.098156761,0.202101637,0.103944875,2.578898652,13.75725253,0.945095248,0.609303223,0.122515073,0.145451632,0.132760544,0.046920820999999995,0.275862069,1.037388393,0.0,6.6328125,6.6328125,0.179770318,young
166,167,0.14010944,0.055208565,0.125958702,0.09705014699999999,0.18584070800000002,0.08879056,2.281529537,9.247809058,0.930769214,0.557347205,0.098908555,0.14010944,0.12426979099999999,0.047337277999999997,0.277456647,0.804570896,0.0,9.6328125,9.6328125,0.082300236,young
171,172,0.136714404,0.074139384,0.126674907,0.10071693400000001,0.202472188,0.101755253,2.041460008,8.418976697,0.9484665809999999,0.648803221,0.118195303,0.136714404,0.129527525,0.048241205999999995,0.277456647,0.420703125,0.0,4.453125,4.453125,0.10954964699999999,old
172,173,0.13236308800000002,0.06472283200000001,0.126750496,0.080608868,0.17771012600000002,0.097101257,2.1662776630000002,11.23849475,0.962978228,0.721677537,0.12563865,0.13236308800000002,0.12361677900000001,0.047012733,0.272727273,1.05703125,0.0,12.28125,12.28125,0.058653387,young
174,175,0.138134948,0.071996349,0.126798603,0.08083818400000001,0.17960419100000002,0.09876600699999999,1.939460908,8.402472962000001,0.950216106,0.652164596,0.127124563,0.138134948,0.116500971,0.04743083,0.271186441,0.585277289,0.0,6.7734375,6.7734375,0.101730104,young
175,176,0.149582409,0.058721262999999996,0.126829268,0.106829268,0.20731707300000002,0.100487805,2.791634186,12.76547417,0.905976962,0.465214406,0.10878048800000001,0.149582409,0.126190272,0.04729064,0.277456647,1.55625,0.0,10.4296875,10.4296875,0.112359551,young
176,177,0.15323314400000002,0.056156516,0.126834862,0.108211009,0.20293578,0.094724771,2.533794482,10.28876116,0.904806401,0.433751099,0.12394495400000001,0.15323314400000002,0.109657585,0.047012733,0.277456647,0.40677083299999994,0.0,3.796875,3.796875,0.08127572,young
180,181,0.15191022199999998,0.066387142,0.127457627,0.110508475,0.221016949,0.110508475,2.826060665,12.50918157,0.9246903870000001,0.538064671,0.116440678,0.15191022199999998,0.118036951,0.048,0.277456647,0.7730152029999999,0.0,8.5078125,8.5078125,0.052577725,young
182,183,0.155380235,0.064815572,0.127659574,0.108085106,0.21914893600000002,0.11106383,2.593293472,11.63702541,0.92718023,0.5168017739999999,0.11021276599999999,0.155380235,0.115231123,0.047619048,0.27428571399999996,0.484993812,0.0,7.6171875,7.6171875,0.067724696,matured
183,184,0.153693011,0.064274795,0.127758347,0.115294118,0.222427133,0.107133015,3.1670771319999997,15.19328326,0.907699404,0.474097238,0.119894012,0.153693011,0.12405964400000001,0.047012733,0.27906976699999997,0.55971928,0.0,11.34375,11.34375,0.052828114,young
184,185,0.14700665300000001,0.068556715,0.127989019,0.098201784,0.209855868,0.111654084,2.365402189,9.157548709,0.921464211,0.52928589,0.107234043,0.14700665300000001,0.11672514099999999,0.046920820999999995,0.27906976699999997,0.515324519,0.0,4.171875,4.171875,0.134356702,matured
186,187,0.141661136,0.07709432599999999,0.128066528,0.09430353400000001,0.21325017300000002,0.118946639,1.742754734,6.373851086,0.9567153690000001,0.702784099,0.005239085,0.141661136,0.11519605599999999,0.047012733,0.27906976699999997,0.33902138200000004,0.0,5.578125,5.578125,0.061420932000000004,young
187,188,0.137701778,0.082587938,0.12813559300000002,0.08858757099999999,0.219491525,0.130903955,2.0710842659999997,8.733878577,0.95171487,0.665282777,0.120028249,0.137701778,0.125106246,0.047337277999999997,0.27906976699999997,0.54471009,0.0,5.203125,5.203125,0.091847946,matured
188,189,0.13872736800000002,0.079165395,0.128470588,0.065058824,0.20670588199999998,0.141647059,1.0916293990000001,4.422618183,0.9689075290000001,0.7385867840000001,0.04172549,0.13872736800000002,0.10353806300000001,0.047012733,0.27906976699999997,0.654296875,0.0,5.671875,5.671875,0.07271277400000001,matured
190,191,0.155107213,0.063927455,0.12869080800000002,0.10490250699999999,0.21058495800000002,0.105682451,2.458051577,10.69113716,0.916665443,0.493942334,0.09281337,0.155107213,0.104306686,0.047012733,0.271186441,0.487323113,0.0,6.796875,6.796875,0.08510344800000001,matured
191,192,0.157131317,0.061867405,0.128695652,0.113913043,0.224782609,0.110869565,2.749625019,11.12420933,0.8894707279999999,0.443733724,0.11130434800000001,0.157131317,0.120951466,0.047244094,0.277456647,0.526692708,0.0,5.2265625,5.2265625,0.09460436900000001,matured
193,194,0.155498844,0.063632137,0.12879120900000002,0.101538462,0.214505495,0.11296703300000001,2.229993258,9.11268833,0.921333972,0.513813197,0.096263736,0.155498844,0.112630106,0.047244094,0.275862069,0.510719477,0.0,4.734375,4.734375,0.113118812,matured
195,196,0.146595564,0.072240891,0.128956394,0.098500735,0.213738364,0.11523762900000001,1.984429908,8.278183546000001,0.9539056290000001,0.666517676,0.102616365,0.146595564,0.11388595800000001,0.047571853,0.27428571399999996,0.543028846,0.0,4.8515625,4.8515625,0.110552162,matured
198,199,0.151741963,0.064530929,0.129747692,0.107175385,0.216073846,0.10889846199999999,2.4117242169999997,10.56224349,0.928820778,0.5358916570000001,0.115101538,0.151741963,0.126716937,0.047105005,0.277456647,1.161112883,0.046875,9.890625,9.84375,0.08853311400000001,matured
199,200,0.152276044,0.061235829000000006,0.129893993,0.105583039,0.20678445199999998,0.101201413,2.0749247680000003,8.236508381,0.93624395,0.550793506,0.11024735,0.152276044,0.113386739,0.047012733,0.275862069,0.766882945,0.0,12.0,12.0,0.04535784,young
201,202,0.140071789,0.061348090999999993,0.12999138699999999,0.094298019,0.188113695,0.093815676,1.9100298009999999,8.826151823,0.954420188,0.669500318,0.093815676,0.140071789,0.108465798,0.046920820999999995,0.277456647,1.056934932,0.0,7.2890625,7.2890625,0.09461887599999999,matured
202,203,0.15643359199999998,0.065611833,0.130051165,0.10824332,0.220466174,0.112222854,3.113266795,15.46497863,0.9298667159999999,0.5518112829999999,0.10585560000000001,0.15643359199999998,0.11816256900000001,0.046920820999999995,0.27906976699999997,0.562930046,0.0,6.9375,6.9375,0.080667402,young
204,205,0.147158302,0.061620815,0.130149701,0.103323353,0.19511976,0.091796407,1.8936691019999998,7.114945698,0.943022482,0.627190421,0.098922156,0.147158302,0.115634115,0.046920820999999995,0.275862069,0.659007353,0.0,5.7890625,5.7890625,0.09760880599999999,matured
205,206,0.151564773,0.060296721,0.130191083,0.11735031800000001,0.179414013,0.062063694,3.1988351789999996,16.47651741,0.880075948,0.40449105,0.12020382199999999,0.151564773,0.107941754,0.047105005,0.272727273,0.514423077,0.0,4.2421875,4.2421875,0.072130141,matured
206,207,0.138872893,0.080874216,0.13020316,0.091226486,0.21531978899999998,0.124093303,1.82724026,6.875661997000001,0.954574648,0.6938571,0.10808126400000001,0.138872893,0.120486069,0.047384008,0.27906976699999997,0.204319853,0.0,2.6484375,2.6484375,0.059601237,old
208,209,0.13767426900000002,0.079094941,0.130328426,0.09306908300000001,0.21039637600000002,0.11732729300000001,1.5979310219999998,5.95689067,0.957596345,0.693107072,0.11494903699999999,0.13767426900000002,0.12129807599999999,0.047151277000000005,0.27428571399999996,0.29784292,0.0,5.5078125,5.5078125,0.050212766,old
209,210,0.134926654,0.078093224,0.130360656,0.084065574,0.199606557,0.115540984,1.52262675,5.648288337,0.966494583,0.7489595990000001,0.09704918,0.134926654,0.115556561,0.047105005,0.271186441,0.24253472199999998,0.0,4.3828125,4.3828125,0.050495979,old
210,211,0.148203693,0.066140878,0.130399181,0.10302968300000001,0.208208802,0.10517912,2.363299474,10.07983198,0.9431812959999999,0.625919013,0.104176049,0.148203693,0.12990607099999998,0.047244094,0.277456647,1.350217301,0.0,9.9375,9.9375,0.13327065300000002,matured
211,212,0.160722791,0.057089394,0.130486976,0.112253681,0.21420158600000003,0.101947905,2.650399916,11.1570106,0.8822748159999999,0.338033586,0.125413364,0.160722791,0.10895766400000001,0.04719764,0.27906976699999997,0.33649553600000004,0.0,4.6171875,4.6171875,0.039493501,matured
212,213,0.14778813400000002,0.075915149,0.130555855,0.09897463599999999,0.21970858100000001,0.120733945,2.667482351,14.95994257,0.9599448209999999,0.71322999,0.112271991,0.14778813400000002,0.113099683,0.047105005,0.27428571399999996,0.492434211,0.0,6.515625,6.515625,0.053874142,matured
214,215,0.158821748,0.060965320999999996,0.130767841,0.114074074,0.22435411,0.110280036,2.88568381,13.81327246,0.905838147,0.44234304399999996,0.12216802199999999,0.158821748,0.108983637,0.047244094,0.277456647,0.614889706,0.0,4.546875,4.546875,0.067327518,matured
215,216,0.156112366,0.05958565,0.130778443,0.10607584800000001,0.20868662699999999,0.10261077800000001,2.358571533,10.08172132,0.926066397,0.39938545799999997,0.102387226,0.156112366,0.120597342,0.047244094,0.27906976699999997,0.610708841,0.0,6.328125,6.328125,0.08724279800000001,young
217,218,0.145603086,0.077842597,0.13091945800000002,0.108168211,0.221525303,0.11335709199999999,2.587073677,12.80711632,0.942122806,0.63016741,0.11215965800000001,0.145603086,0.11230925800000001,0.047012733,0.27428571399999996,0.44399207700000004,0.0,5.34375,5.34375,0.094075769,matured
218,219,0.152411755,0.073919197,0.130936518,0.09697045900000001,0.223859208,0.126888749,1.4579293619999998,5.433166135,0.962275907,0.723590495,0.098554368,0.152411755,0.110891985,0.047619048,0.277456647,0.663707386,0.0,8.765625,8.765625,0.059780815,young
220,221,0.13993977900000001,0.073303486,0.131100244,0.08591687,0.178337408,0.09242053800000001,1.648886263,6.719237945,0.9527826540000001,0.6692275520000001,0.12117359400000001,0.13993977900000001,0.12855287,0.047571853,0.27906976699999997,0.573828125,0.0,5.671875,5.671875,0.09120425,young
222,223,0.14154545300000002,0.066090209,0.131231102,0.09403887699999999,0.181727862,0.087688985,1.315652627,5.036225559,0.9607011609999999,0.7177050770000001,0.094946004,0.14154545300000002,0.133729034,0.04743083,0.275862069,1.251885776,0.0703125,7.2421875,7.171875,0.08197167799999999,matured
224,225,0.14940530400000002,0.053715433,0.131347852,0.11585638599999999,0.178316657,0.062460271,3.062960111,15.14831179,0.907290679,0.444544615,0.11898764,0.14940530400000002,0.122503587,0.048048047999999996,0.275862069,0.6163105870000001,0.0,4.6171875,4.6171875,0.108886038,matured
227,228,0.140899694,0.079138865,0.131839378,0.09665803099999999,0.210362694,0.11370466300000001,1.6688439330000002,6.9645214410000005,0.957173968,0.690417205,0.105725389,0.140899694,0.129434399,0.047244094,0.27906976699999997,0.26518609600000004,0.0,3.5390625,3.5390625,0.079778223,old
228,229,0.137765134,0.07781032,0.131892451,0.091789038,0.200517063,0.108728025,1.447291985,5.675618837000001,0.9667773820000001,0.746551255,0.092512927,0.137765134,0.115332517,0.046920820999999995,0.277456647,0.34292763200000004,0.0,4.8984375,4.8984375,0.082978912,old
229,230,0.157986905,0.065330052,0.131957613,0.108220859,0.218315672,0.11009481300000001,3.245197394,17.7767178,0.928658924,0.540928892,0.10619074199999999,0.157986905,0.105643239,0.047012733,0.271186441,0.307833473,0.0,3.65625,3.65625,0.079391892,young
230,231,0.14899290099999998,0.055789775,0.13197319400000002,0.115294118,0.18576321699999998,0.07046909900000001,2.9984637060000003,15.48246552,0.9274910129999999,0.554909639,0.11904691,0.14899290099999998,0.121894293,0.047105005,0.277456647,0.221191406,0.0,1.6875,1.6875,0.117343305,young
235,236,0.14327474199999998,0.07328159299999999,0.13224572,0.09615307199999999,0.19738167199999998,0.1012286,3.017591256,14.04248739,0.940591465,0.668157301,0.103484391,0.14327474199999998,0.12987585199999999,0.047105005,0.27906976699999997,0.817016602,0.0,6.84375,6.84375,0.14192013,matured
237,238,0.147604011,0.061387298,0.132473118,0.112903226,0.182451613,0.069548387,3.166644694,16.14605087,0.914701513,0.499471226,0.112301075,0.147604011,0.119413707,0.046920820999999995,0.272727273,0.287946429,0.0,3.609375,3.609375,0.080499653,young
238,239,0.147857074,0.055594432,0.132571429,0.116761905,0.19771428600000002,0.08095238099999999,2.9982082230000002,14.70052185,0.9090377409999999,0.470114388,0.127619048,0.147857074,0.129719572,0.04743083,0.27906976699999997,0.41489361700000005,0.0,5.7421875,5.7421875,0.077684117,young
241,242,0.142898965,0.072682184,0.132820513,0.0934714,0.19826429999999998,0.10479289900000001,1.814961579,7.990137565,0.9659615859999999,0.739421372,0.117080868,0.142898965,0.124173664,0.047337277999999997,0.277456647,0.378292872,0.0,5.4609375,5.4609375,0.08210978099999999,matured
242,243,0.154637206,0.068915769,0.132838388,0.113318244,0.213580806,0.10026256199999999,3.196456893,17.73808048,0.9407302759999999,0.609591752,0.118641919,0.154637206,0.13112427699999998,0.046920820999999995,0.27906976699999997,0.611341783,0.0,9.5390625,9.5390625,0.05987327,young
243,244,0.142002068,0.081380939,0.132904821,0.070605686,0.22133498100000001,0.150729295,1.500003498,6.208425587000001,0.960251801,0.696893058,0.22375772600000002,0.142002068,0.131944807,0.04729064,0.27906976699999997,0.673549107,0.0,5.4140625,5.4140625,0.076442545,matured
247,248,0.16838075600000002,0.06329493900000001,0.133285968,0.120852575,0.23474245100000002,0.113889876,2.6700981759999998,11.21958952,0.880180675,0.396858485,0.13079929,0.16838075600000002,0.12233118,0.048241205999999995,0.275862069,0.868699597,0.09375,7.875,7.78125,0.15993975900000001,matured
248,249,0.143640404,0.074486911,0.133352518,0.09064748199999999,0.19882014399999998,0.10817266199999999,2.108914628,9.610713354,0.955978592,0.6975523090000001,0.094676259,0.143640404,0.11738745800000001,0.046920820999999995,0.275862069,0.39448418700000004,0.0,4.5703125,4.5703125,0.105355404,young
249,250,0.150599243,0.051906303,0.133358634,0.110512334,0.18834914600000002,0.077836812,3.038892062,16.31439022,0.909304408,0.42260212399999997,0.109184061,0.150599243,0.12066559,0.046920820999999995,0.27906976699999997,0.460456731,0.0,6.5625,6.5625,0.084183673,young
252,253,0.15516068800000002,0.062454542,0.133490938,0.115397951,0.21424743899999998,0.09884948800000001,2.681707765,12.2013819,0.922068667,0.508641855,0.11892829,0.15516068800000002,0.11849714300000001,0.047058824000000006,0.27906976699999997,0.6871875,0.0,9.4453125,9.4453125,0.084259359,young
253,254,0.163391948,0.06189059400000001,0.13351924099999998,0.11103179,0.220658115,0.109626325,2.219471632,9.320813779,0.912644723,0.435742421,0.107908533,0.163391948,0.103896332,0.047058824000000006,0.277456647,0.705829327,0.0,6.0703125,6.0703125,0.06845559799999999,young
255,256,0.157699373,0.071792364,0.133683106,0.114879328,0.227114376,0.11223504699999999,2.794990775,12.24832326,0.915213292,0.524106755,0.128394544,0.157699373,0.117605025,0.047952048,0.272727273,0.449278846,0.0,4.921875,4.921875,0.068462139,young
257,258,0.147024928,0.068882703,0.133753281,0.096824147,0.20191601,0.10509186400000001,1.381576097,5.21412236,0.966583625,0.744599287,0.112992126,0.147024928,0.11743968800000001,0.04719764,0.27906976699999997,0.692871094,0.0,4.7578125,4.7578125,0.110105179,young
258,259,0.167145604,0.06464964299999999,0.13385105,0.116562699,0.23437301100000002,0.11781031199999999,2.837217501,13.43614618,0.907258955,0.43248562100000004,0.130286442,0.167145604,0.110254091,0.046920820999999995,0.275862069,0.578851744,0.0,5.2265625,5.2265625,0.08536787900000001,matured
262,263,0.156416166,0.056120344,0.134321926,0.119416984,0.204233207,0.08481622300000001,3.280160783,16.37656676,0.895860667,0.419327148,0.13414448699999998,0.156416166,0.111033039,0.047151277000000005,0.277456647,0.225153689,0.0,1.59375,1.59375,0.058823529000000006,matured
263,264,0.140386287,0.075315442,0.134366366,0.096024024,0.188348348,0.092324324,2.487627364,12.42139372,0.955749999,0.69505262,0.125285285,0.140386287,0.12293651300000001,0.04729064,0.27906976699999997,0.49313447,0.0,9.421875,9.421875,0.064266579,young
264,265,0.14103802199999999,0.071661765,0.134392991,0.094267835,0.199924906,0.10565707099999999,2.379662009,11.29287406,0.9594117320000001,0.7235604999999999,0.09584480599999999,0.14103802199999999,0.12938154400000001,0.04719764,0.27906976699999997,1.038015464,0.0,12.0,12.0,0.080078125,matured
267,268,0.15735221300000002,0.059775882,0.134512878,0.116640538,0.208510638,0.091870101,2.735384957,13.53196151,0.928451193,0.519232673,0.12949608099999999,0.15735221300000002,0.12323468900000001,0.047904192000000005,0.27906976699999997,0.612645349,0.0,11.4609375,11.4609375,0.052807331,matured
269,270,0.159387725,0.062624373,0.134545455,0.113796791,0.218823529,0.10502673800000001,2.041165762,7.980517944,0.934509459,0.557987298,0.128770053,0.159387725,0.120107949,0.046920820999999995,0.27906976699999997,1.280691964,0.0,5.4375,5.4375,0.19088670000000002,matured
272,273,0.14415051199999998,0.066424321,0.134734112,0.096238651,0.19610894899999998,0.09987029800000001,2.6809481369999997,11.70272332,0.930766845,0.616011681,0.098054475,0.14415051199999998,0.11585013699999999,0.047012733,0.27428571399999996,1.949629934,0.0,10.3125,10.3125,0.124793388,young
273,274,0.151043533,0.058568925,0.134856379,0.10249833,0.20144288600000002,0.098944556,2.569852247,11.27654704,0.9258574079999999,0.516389228,0.101189045,0.151043533,0.11537163,0.047105005,0.27428571399999996,0.740116717,0.0,8.015625,8.015625,0.094407895,young
274,275,0.15496374300000001,0.064245348,0.13489151900000002,0.121913215,0.214142012,0.09222879699999999,3.135765778,14.49612306,0.90555621,0.463823765,0.12729783,0.15496374300000001,0.110329824,0.047244094,0.275862069,0.42906021899999996,0.0,8.5078125,8.5078125,0.05091079900000001,young
275,276,0.155307166,0.060332897,0.13489471,0.116918336,0.19917822300000002,0.082259887,3.072356138,15.75739175,0.929475388,0.5474199160000001,0.131155624,0.155307166,0.116958244,0.046920820999999995,0.27906976699999997,0.9801485659999999,0.0,6.3046875,6.3046875,0.138785626,young
277,278,0.159215986,0.067238805,0.135088968,0.12071174400000001,0.228754448,0.108042705,3.248259374,15.67444124,0.905679777,0.472065536,0.12455516,0.159215986,0.129204159,0.047337277999999997,0.27428571399999996,1.214786305,0.0,10.2421875,10.2421875,0.138516581,young
278,279,0.147388782,0.069526753,0.13527572,0.09125925900000001,0.191967078,0.100707819,2.064373831,8.718052852000001,0.944824885,0.630410685,0.090337449,0.147388782,0.11316669,0.047151277000000005,0.27428571399999996,0.37291151,0.0703125,3.609375,3.5390625,0.062251655999999995,young
281,282,0.157885818,0.065432373,0.135573529,0.120338235,0.229970588,0.109632353,2.826763101,12.45740897,0.894487657,0.364753775,0.126617647,0.157885818,0.121233425,0.046966732000000004,0.277456647,0.421403104,0.0,5.1328125,5.1328125,0.09010225699999999,young
