Unnamed: 0.1,Unnamed: 0,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label,Unnamed: 0.1,Unnamed: 0,X,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label,Unnamed: 0,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
110,111,0.149294943,0.061190212,0.118885246,0.102360656,0.206557377,0.1041967209999999,2.887083447,13.28019401,0.902355338,0.494936345,0.10695082,0.149294943,0.1062674159999999,0.047105005,0.2790697669999999,0.441894531,0.0,2.6015625,2.6015625,0.162962963,matured,12.0,13.0,13.0,0.1906222239999999,0.057291544,0.170597938,0.145484536,0.254886598,0.109402062,1.60877641,4.942867745,0.894121136,0.286779153,0.152412371,0.1906222239999999,0.132719988,0.016145308,0.225352113,0.4248798079999999,0.0859375,2.375,2.2890625,0.140216155,happy,110,0.149294943,0.061190212,0.118885246,0.102360656,0.206557377,0.1041967209999999,2.887083447,13.28019401,0.902355338,0.494936345,0.10695082,0.149294943,0.1062674159999999,0.047105005,0.2790697669999999,0.441894531,0.0,2.6015625,2.6015625,0.162962963,male
111,112,0.148197523,0.0604402059999999,0.119144385,0.102459893,0.199786096,0.097326203,2.518011413,10.52244365,0.91959005,0.489727526,0.114010695,0.148197523,0.1117735469999999,0.0469208209999999,0.277456647,0.418204066,0.0,4.21875,4.21875,0.07979798,matured,14.0,15.0,15.0,0.187907346,0.0596162759999999,0.1633569259999999,0.141274014,0.24744186,0.106167846,1.85762242,7.142266867000001,0.904369664,0.289259508,0.151183013,0.187907346,0.122631166,0.0291438979999999,0.271186441,0.355168269,0.109375,0.578125,0.46875,0.381944444,happy,111,0.148197523,0.0604402059999999,0.119144385,0.102459893,0.199786096,0.097326203,2.518011413,10.52244365,0.91959005,0.489727526,0.114010695,0.148197523,0.1117735469999999,0.0469208209999999,0.277456647,0.418204066,0.0,4.21875,4.21875,0.07979798,male
112,113,0.130252756,0.080159675,0.119259259,0.062457912,0.213299663,0.150841751,2.48759925,11.09684937,0.940127309,0.6255289039999999,0.112659933,0.130252756,0.120419924,0.047244094,0.275862069,0.071469907,0.0,0.6328125,0.6328125,0.077577578,young,15.0,16.0,16.0,0.1960300569999999,0.063165993,0.212162162,0.135405405,0.257837838,0.122432432,1.574352464,5.222803921000001,0.905525007,0.253582715,0.274054054,0.1960300569999999,0.1294571109999999,0.030075188,0.2666666669999999,0.886458333,0.0,5.78125,5.78125,0.205791506,happy,112,0.130252756,0.080159675,0.119259259,0.062457912,0.213299663,0.150841751,2.48759925,11.09684937,0.940127309,0.6255289039999999,0.112659933,0.130252756,0.120419924,0.047244094,0.275862069,0.071469907,0.0,0.6328125,0.6328125,0.077577578,male
113,114,0.13034283,0.080906927,0.119383562,0.072557078,0.198812785,0.126255708,1.981398537,7.79956381,0.949687207,0.657095654,0.104041096,0.13034283,0.1263845009999999,0.047244094,0.275862069,0.786024306,0.0,7.875,7.875,0.127632784,young,16.0,17.0,17.0,0.21394833,0.040736543,0.218869396,0.1853021439999999,0.247797271,0.062495127,1.380726416,4.292160476,0.892508953,0.202143269,0.236608187,0.21394833,0.186479121,0.016718913,0.258064516,0.553013393,0.0,2.296875,2.296875,0.205651491,happy,113,0.13034283,0.080906927,0.119383562,0.072557078,0.198812785,0.126255708,1.981398537,7.79956381,0.949687207,0.657095654,0.104041096,0.13034283,0.1263845009999999,0.047244094,0.275862069,0.786024306,0.0,7.875,7.875,0.127632784,male
114,115,0.141774647,0.07212791,0.1194092309999999,0.093735385,0.210387692,0.116652308,2.232307088,10.22678356,0.956346943,0.695896318,0.108036923,0.141774647,0.112578813,0.047384008,0.275862069,0.360881024,0.0,6.0703125,6.0703125,0.068716094,matured,17.0,18.0,18.0,0.20974101,0.04541624,0.2119960669999999,0.182812193,0.2466863319999999,0.06387414,1.364548459,4.00836955,0.8958761909999999,0.315419784,0.212546706,0.20974101,0.174562627,0.019875776,0.2666666669999999,0.368389423,0.0,0.671875,0.671875,0.36627907,happy,114,0.141774647,0.07212791,0.1194092309999999,0.093735385,0.210387692,0.116652308,2.232307088,10.22678356,0.956346943,0.695896318,0.108036923,0.141774647,0.112578813,0.047384008,0.275862069,0.360881024,0.0,6.0703125,6.0703125,0.068716094,male
115,116,0.14554614,0.073342474,0.11950553,0.09035784,0.218425504,0.128067664,2.736869064,11.89102025,0.936793486,0.611112691,0.09509434,0.14554614,0.113999698,0.047058824,0.275862069,0.4720982139999999,0.0,3.515625,3.515625,0.076666667,matured,18.0,19.0,19.0,0.187656514,0.034848662,0.188446866,0.167338783,0.208283379,0.040944596,2.013371442,6.472956971,0.872863272,0.216623877,0.21133515,0.187656514,0.160979319,0.0168598519999999,0.213333333,0.4135742189999999,0.1484375,0.703125,0.5546875,0.337089202,happy,115,0.14554614,0.073342474,0.11950553,0.09035784,0.218425504,0.128067664,2.736869064,11.89102025,0.936793486,0.611112691,0.09509434,0.14554614,0.113999698,0.047058824,0.275862069,0.4720982139999999,0.0,3.515625,3.515625,0.076666667,male
120,121,0.137053918,0.072466597,0.120410783,0.082490372,0.203799743,0.121309371,1.6929760459999998,7.279020707000001,0.964635853,0.7391495459999999,0.094351733,0.137053918,0.114554285,0.047012733,0.275862069,0.201286765,0.0,3.0234375,3.0234375,0.074889258,matured,19.0,20.0,20.0,0.190844545,0.034898038,0.193024523,0.169118983,0.2115894639999999,0.042470481,2.151284174,7.719645609,0.8747851459999999,0.19206007,0.170644868,0.190844545,0.1719161569999999,0.061068702,0.231884058,1.036621094,0.1484375,6.453125,6.3046875,0.153820735,happy,120,0.137053918,0.072466597,0.120410783,0.082490372,0.203799743,0.121309371,1.6929760459999998,7.279020707000001,0.964635853,0.7391495459999999,0.094351733,0.137053918,0.114554285,0.047012733,0.275862069,0.201286765,0.0,3.0234375,3.0234375,0.074889258,male
122,123,0.131320623,0.065210892,0.120428495,0.0794858059999999,0.1781681839999999,0.098682378,1.470161219,6.679543641,0.96221374,0.692304466,0.096132833,0.131320623,0.117374683,0.047105005,0.277456647,0.608670113,0.0,10.6640625,10.6640625,0.065107692,young,20.0,21.0,21.0,0.187967613,0.062570252,0.175358807,0.133867661,0.252078285,0.118210624,1.31142391,4.076904814,0.912331869,0.290008711,0.132823858,0.187967613,0.141526386,0.047904192,0.258064516,0.7125,0.09375,4.4453125,4.3515625,0.205822006,sad,122,0.131320623,0.065210892,0.120428495,0.0794858059999999,0.1781681839999999,0.098682378,1.470161219,6.679543641,0.96221374,0.692304466,0.096132833,0.131320623,0.117374683,0.047105005,0.277456647,0.608670113,0.0,10.6640625,10.6640625,0.065107692,male
123,124,0.139156759,0.070057312,0.120622084,0.0890513219999999,0.200528771,0.111477449,1.755618825,7.620286097,0.967010073,0.7371197820000001,0.109517885,0.139156759,0.1198097809999999,0.047105005,0.2790697669999999,0.377375422,0.0,4.3828125,4.3828125,0.075905051,matured,21.0,22.0,22.0,0.186187248,0.061923937,0.205651303,0.125130261,0.235671343,0.110541082,1.118947454,3.412684978,0.916040184,0.353569926,0.233426854,0.186187248,0.108682573,0.023088023,0.2424242419999999,0.431490385,0.0,2.6171875,2.6171875,0.126616915,sad,123,0.139156759,0.070057312,0.120622084,0.0890513219999999,0.200528771,0.111477449,1.755618825,7.620286097,0.967010073,0.7371197820000001,0.109517885,0.139156759,0.1198097809999999,0.047105005,0.2790697669999999,0.377375422,0.0,4.3828125,4.3828125,0.075905051,male
130,131,0.13425169,0.070520147,0.121761158,0.08747889,0.193703257,0.1062243669999999,2.406961189,10.75687325,0.953717444,0.694293805,0.094571773,0.13425169,0.108328159,0.046966732,0.271186441,0.226482781,0.0,3.046875,3.046875,0.085033445,matured,26.0,27.0,27.0,0.185944766,0.051489959,0.174966507,0.146564593,0.232038278,0.085473684,1.692680775,5.771255807999999,0.900748767,0.218934259,0.169607656,0.185944766,0.143296786,0.015686275,0.262295082,0.913541667,0.109375,5.7734375,5.6640625,0.204137931,sad,130,0.13425169,0.070520147,0.121761158,0.08747889,0.193703257,0.1062243669999999,2.406961189,10.75687325,0.953717444,0.694293805,0.094571773,0.13425169,0.108328159,0.046966732,0.271186441,0.226482781,0.0,3.046875,3.046875,0.085033445,male
132,133,0.1418251519999999,0.070306711,0.121970885,0.099395297,0.2116461369999999,0.11225084,2.707896477,13.43212472,0.951333807,0.6842831140000001,0.112407615,0.1418251519999999,0.127068355,0.047571853,0.2742857139999999,0.264630682,0.0,4.1484375,4.1484375,0.080357633,young,27.0,28.0,28.0,0.1955117089999999,0.0574192529999999,0.178449761,0.1468325359999999,0.258564593,0.111732057,1.628812456,5.465488418,0.90260359,0.24422504,0.277320574,0.1955117089999999,0.13333794,0.03960396,0.210526316,0.674107143,0.109375,4.875,4.765625,0.18184111,sad,132,0.1418251519999999,0.070306711,0.121970885,0.099395297,0.2116461369999999,0.11225084,2.707896477,13.43212472,0.951333807,0.6842831140000001,0.112407615,0.1418251519999999,0.127068355,0.047571853,0.2742857139999999,0.264630682,0.0,4.1484375,4.1484375,0.080357633,male
137,138,0.140892453,0.078354184,0.122882591,0.071417004,0.217878543,0.146461538,0.933803406,3.836487585,0.964288843,0.7016857959999999,0.093408907,0.140892453,0.107290491,0.0469208209999999,0.2790697669999999,0.3385699729999999,0.0,4.734375,4.734375,0.059297139,matured,28.0,29.0,29.0,0.1858287689999999,0.0633545829999999,0.179075786,0.149057301,0.243512015,0.094454713,1.744207583,7.367896278,0.9373576,0.566905996,0.153974122,0.1858287689999999,0.154855438,0.015968064,0.262295082,0.7689732140000001,0.0390625,5.4609375,5.421875,0.19064509,angry,137,0.140892453,0.078354184,0.122882591,0.071417004,0.217878543,0.146461538,0.933803406,3.836487585,0.964288843,0.7016857959999999,0.093408907,0.140892453,0.107290491,0.0469208209999999,0.2790697669999999,0.3385699729999999,0.0,4.734375,4.734375,0.059297139,male
143,144,0.138887064,0.060659326,0.1235045319999999,0.098126888,0.185820745,0.0876938569999999,2.083209193,9.114555615,0.947748906,0.638788633,0.106304129,0.138887064,0.120883184,0.047105005,0.277456647,0.291078629,0.0,5.953125,5.953125,0.075084364,young,29.0,30.0,30.0,0.198335992,0.050513129,0.199128065,0.162252498,0.236257947,0.07400545,0.981071129,3.203204508,0.919897495,0.3640328479999999,0.274913715,0.198335992,0.148953602,0.020050125,0.275862069,1.250488281,0.2109375,5.859375,5.6484375,0.275887506,angry,143,0.138887064,0.060659326,0.1235045319999999,0.098126888,0.185820745,0.0876938569999999,2.083209193,9.114555615,0.947748906,0.638788633,0.106304129,0.138887064,0.120883184,0.047105005,0.277456647,0.291078629,0.0,5.953125,5.953125,0.075084364,male
149,150,0.134772039,0.08099505,0.124078431,0.059843137,0.2001176469999999,0.14027451,1.758538375,8.022480938,0.960914012,0.7148327720000001,0.093607843,0.134772039,0.118076054,0.0469208209999999,0.277456647,0.322527985,0.0,6.0,6.0,0.053931452,matured,30.0,31.0,31.0,0.195158135,0.052413735,0.199632278,0.151297242,0.235955056,0.084657814,1.013968177,3.408900548,0.919027928,0.299634127,0.150153218,0.195158135,0.127976053,0.032258065,0.222222222,0.728365385,0.0,5.0703125,5.0703125,0.1950436569999999,angry,149,0.134772039,0.08099505,0.124078431,0.059843137,0.2001176469999999,0.14027451,1.758538375,8.022480938,0.960914012,0.7148327720000001,0.093607843,0.134772039,0.118076054,0.0469208209999999,0.277456647,0.322527985,0.0,6.0,6.0,0.053931452,male
152,153,0.147254572,0.069031662,0.124444444,0.103006536,0.214640523,0.1116339869999999,2.5771468790000003,11.9187978,0.946414375,0.6131747320000001,0.113202614,0.147254572,0.119524141,0.0469208209999999,0.277456647,0.6657838979999999,0.0,7.3359375,7.3359375,0.1137495319999999,matured,31.0,32.0,32.0,0.1896848,0.04814357,0.177110048,0.15138756,0.229894737,0.078507177,1.58348015,5.93724927,0.91008156,0.282515082,0.1511196169999999,0.1896848,0.148474251,0.017297297,0.2424242419999999,0.704799107,0.140625,5.484375,5.34375,0.179374719,angry,152,0.147254572,0.069031662,0.124444444,0.103006536,0.214640523,0.1116339869999999,2.5771468790000003,11.9187978,0.946414375,0.6131747320000001,0.113202614,0.147254572,0.119524141,0.0469208209999999,0.277456647,0.6657838979999999,0.0,7.3359375,7.3359375,0.1137495319999999,male
154,155,0.1431213519999999,0.065610814,0.12461825,0.097504655,0.1970949719999999,0.099590317,2.813039805,16.69846378,0.95503863,0.690063133,0.105065177,0.1431213519999999,0.1160631769999999,0.0469208209999999,0.2742857139999999,1.476165254,0.046875,8.5546875,8.5078125,0.12355112,matured,32.0,33.0,33.0,0.2153386139999999,0.076283364,0.245365854,0.205853659,0.267317073,0.061463415,3.244823603,16.09789241,0.89214451,0.461612629,0.276829268,0.2153386139999999,0.194529148,0.062015504,0.275862069,0.918457031,0.2734375,6.890625,6.6171875,0.168437623,angry,154,0.1431213519999999,0.065610814,0.12461825,0.097504655,0.1970949719999999,0.099590317,2.813039805,16.69846378,0.95503863,0.690063133,0.105065177,0.1431213519999999,0.1160631769999999,0.0469208209999999,0.2742857139999999,1.476165254,0.046875,8.5546875,8.5078125,0.12355112,male
155,156,0.140513655,0.078849682,0.1246320869999999,0.0883232809999999,0.218021713,0.129698432,1.796502702,6.870029872999999,0.955046517,0.68270176,0.110277443,0.140513655,0.123802312,0.0469208209999999,0.2790697669999999,0.626470588,0.0,4.59375,4.59375,0.137026239,matured,33.0,34.0,34.0,0.229259011,0.0429182009999999,0.233715221,0.2117184939999999,0.264418985,0.0527004909999999,2.0966663,7.352856461,0.8726846540000001,0.2450174389999999,0.273126023,0.229259011,0.207358102,0.041025641,0.275862069,1.0672743059999998,0.171875,6.65625,6.484375,0.173848335,angry,155,0.140513655,0.078849682,0.1246320869999999,0.0883232809999999,0.218021713,0.129698432,1.796502702,6.870029872999999,0.955046517,0.68270176,0.110277443,0.140513655,0.123802312,0.0469208209999999,0.2790697669999999,0.626470588,0.0,4.59375,4.59375,0.137026239,male
157,158,0.150582123,0.062084729,0.124943396,0.107245283,0.214490566,0.107245283,3.232422751,15.90235002,0.923949706,0.5529024770000001,0.108830189,0.150582123,0.11021828,0.047666336,0.2790697669999999,0.387392241,0.0,4.6171875,4.6171875,0.1114980519999999,young,35.0,36.0,36.0,0.221190305,0.060198321,0.239387591,0.19922643,0.264883159,0.065656728,2.685089554,11.73925108,0.899869171,0.4447141639999999,0.276615633,0.221190305,0.160157401,0.020539153,0.2666666669999999,0.700657895,0.0,1.859375,1.859375,0.263222936,angry,157,0.150582123,0.062084729,0.124943396,0.107245283,0.214490566,0.107245283,3.232422751,15.90235002,0.923949706,0.5529024770000001,0.108830189,0.150582123,0.11021828,0.047666336,0.2790697669999999,0.387392241,0.0,4.6171875,4.6171875,0.1114980519999999,male
158,159,0.146057455,0.061265744,0.1251347069999999,0.1025039619999999,0.202345483,0.099841521,2.660413192,11.74355307,0.927560538,0.5826223629999999,0.101172742,0.146057455,0.122970162,0.04729064,0.275862069,1.332589286,0.0,9.7734375,9.7734375,0.135055592,matured,36.0,37.0,45.0,0.188851445,0.053193619,0.191756007,0.1425878,0.233160813,0.090573013,1.043662078,3.719168535,0.922790169,0.281928166,0.232902033,0.188851445,0.132970646,0.0189798339999999,0.23880597,0.948988971,0.0,4.7734375,4.7734375,0.2393617019999999,angry,158,0.146057455,0.061265744,0.1251347069999999,0.1025039619999999,0.202345483,0.099841521,2.660413192,11.74355307,0.927560538,0.5826223629999999,0.101172742,0.146057455,0.122970162,0.04729064,0.275862069,1.332589286,0.0,9.7734375,9.7734375,0.135055592,male
159,160,0.1458987,0.069698037,0.125238771,0.1003498819999999,0.212349882,0.1119999999999999,2.377284948,11.1939197,0.956648859,0.666502568,0.119148936,0.1458987,0.117181713,0.047151277,0.275862069,0.976278409,0.046875,5.8125,5.765625,0.126534354,matured,37.0,38.0,46.0,0.1906955639999999,0.0458904579999999,0.19,0.153589744,0.2317948719999999,0.078205128,1.3896521819999998,4.7464801130000005,0.909675738,0.269968565,0.232564103,0.1906955639999999,0.160256738,0.025276461,0.275862069,0.99609375,0.1328125,4.484375,4.3515625,0.223339318,angry,159,0.1458987,0.069698037,0.125238771,0.1003498819999999,0.212349882,0.1119999999999999,2.377284948,11.1939197,0.956648859,0.666502568,0.119148936,0.1458987,0.117181713,0.047151277,0.275862069,0.976278409,0.046875,5.8125,5.765625,0.126534354,male
160,161,0.151873823,0.065808589,0.125255474,0.107445255,0.221605839,0.114160584,2.967033124,14.619837900000002,0.920477409,0.534774793,0.1153284669999999,0.151873823,0.101600373,0.04729064,0.2790697669999999,0.245945411,0.0,3.84375,3.84375,0.062851782,young,38.0,39.0,47.0,0.18224281,0.064376509,0.166410256,0.127948718,0.244871795,0.1169230769999999,1.5053584969999998,5.349456623,0.919290878,0.299402242,0.13974359,0.18224281,0.114171559,0.020833333,0.2666666669999999,0.974724265,0.0,5.109375,5.109375,0.359327217,angry,160,0.151873823,0.065808589,0.125255474,0.107445255,0.221605839,0.114160584,2.967033124,14.619837900000002,0.920477409,0.534774793,0.1153284669999999,0.151873823,0.101600373,0.04729064,0.2790697669999999,0.245945411,0.0,3.84375,3.84375,0.062851782,male
162,163,0.14757481,0.063546813,0.125460483,0.0978445459999999,0.199895493,0.1020509469999999,2.817256047,13.71590103,0.931045785,0.570940883,0.095467015,0.14757481,0.104114574,0.04719764,0.2790697669999999,0.312297078,0.0,4.1484375,4.1484375,0.063260921,matured,39.0,40.0,48.0,0.1838951539999999,0.058317685,0.169356943,0.137260019,0.2442497669999999,0.106989748,1.616232289,5.753537948,0.915444606,0.274300062,0.151873253,0.1838951539999999,0.136760567,0.016393443,0.25,1.043457031,0.0,5.7109375,5.7109375,0.2847241219999999,angry,162,0.14757481,0.063546813,0.125460483,0.0978445459999999,0.199895493,0.1020509469999999,2.817256047,13.71590103,0.931045785,0.570940883,0.095467015,0.14757481,0.104114574,0.04719764,0.2790697669999999,0.312297078,0.0,4.1484375,4.1484375,0.063260921,male
164,165,0.135972024,0.082399187,0.125612009,0.0790531179999999,0.218729792,0.139676674,1.863377089,7.297085039,0.956239129,0.6939733290000001,0.131431871,0.135972024,0.124006016,0.047244094,0.2790697669999999,0.680555556,0.0,5.1328125,5.1328125,0.098594671,matured,40.0,41.0,49.0,0.230279278,0.036803242,0.234883721,0.212325581,0.257674419,0.045348837,1.776864429,5.915791643,0.870113612,0.176901376,0.234651163,0.230279278,0.189965073,0.03125,0.275862069,0.957648026,0.1796875,4.0,3.8203125,0.184844354,angry,164,0.135972024,0.082399187,0.125612009,0.0790531179999999,0.218729792,0.139676674,1.863377089,7.297085039,0.956239129,0.6939733290000001,0.131431871,0.135972024,0.124006016,0.047244094,0.2790697669999999,0.680555556,0.0,5.1328125,5.1328125,0.098594671,male
